GoogleMapsAddress,TimeCrawled,PostalCode,Latitude,Longitude,StreetNumber,StreetAddress,Neighborhood,Borough,County,State,PostalSuffix,CurrentOverallRanking,PlaceID,OutageCustomers,Problem,CrewStatus,Cause,UniqueID,DateCrawled,TimeStampCrawled,DateFixed
122 KELLY BLVD,14:34:56,10314,40.586902599999984,-74.154480100000000,122,Kelly Boulevard,New Springville,Staten Island,Richmond County,New York,6147,7,ChIJbX6lSHFMwokRDoACH34hF68,15,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,272AE63A-3962-11EB-B6A0-000D3A8A7223,2020-12-08 00:00:00.000,1607438097.000000000000000,2020-12-08 15:15:25.910
122 MORNINGSIDE DR,17:06:24,10027,40.810139700000000,-73.957540400000000,122,Morningside Drive,NULL,Manhattan,New York County,New York,6006,2,EisxMjIgTW9ybmluZ3NpZGUgRHIsIE5ldyBZb3JrLCBOWSAxMDAyNywgVVNBIhoSGAoUChIJuU6QNhX2wokRvsCXrmGyn68Qeg,1,Service Wires Down,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,EAD78B10-3264-11EB-9EF0-000D3A9D4EC8,2020-11-29 00:00:00.000,1606670049.000000000000000,2020-11-29 17:36:54.570
122 OREGON RD,01:20:12,10305,40.595107000000000,-74.087484000000000,122,Oregon Road,Dongan Hills,Staten Island,Richmond County,New York,1418,258,EisxMjIgT3JlZ29uIFJkLCBTdGF0ZW4gSXNsYW5kLCBOWSAxMDMwNSwgVVNBIhoSGAoUChIJYZo2FeZOwokRRm5c-9zD0UsQeg,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,D6B98556-1596-11EB-A427-000D3A9ABAE4,2020-10-24 00:00:00.000,1603502959.000000000000000,2020-10-25 00:23:01.437
122 VANECK DR,23:32:44,10804,40.967700099999984,-73.791197900000000,122,Vaneck Drive,NULL,NULL,Westchester County,New York,1206,NULL,ChIJ7zlTt6uTwokRlEy_I9dcFVw,16,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,CB944932-1199-11EB-A9BA-000D3A9ABAE4,2020-10-18 00:00:00.000,1603063964.000000000000000,2020-10-25 00:23:01.437
12218 MILBURN ST,13:53:25,11413,40.683001999999984,-73.758923000000000,122-18,Milburn Street,Jamaica,Queens,Queens County,New York,NULL,125,ChIJ6RhBUK1mwokRYJf0jzdl5KY,1," No Lights"," Crews have been dispatched and should arrive soon. We'll provide additional information once it's available."," We'll provide details when we complete the investigation."," 0482b106-34a5-11eb-b6a0-000d3a8a7223",2020-12-02 13:53:25.000,1606917205.000000000000000,2020-12-04 05:48:20.483
12248 SPRINGFIELD BLVD,21:22:00,11413,40.686425200000000,-73.750081400000000,12248,Springfield Boulevard,St. Albans,Queens,Queens County,New York,1157,14,ChIJRf2fz1VhwokRu3cZo3xtItI,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,593F103C-3A62-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607548921.000000000000000,2020-12-09 22:16:11.457
12248 SPRINGFIELD BLVD,23:44:29,11413,40.686425200000000,-73.750081400000000,12248,Springfield Boulevard,St. Albans,Queens,Queens County,New York,1157,17,ChIJRf2fz1VhwokRu3cZo3xtItI,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,A3B9D03E-3A76-11EB-B6A0-000D3A8A7223,2020-12-09 00:00:00.000,1607557470.000000000000000,2020-12-10 00:18:14.070
1226 TAYLOR AV,14:53:01,10472,40.830860000000000,-73.864882000000000,1226,Taylor Avenue,East Bronx,The Bronx,Bronx County,New York,4712,52,ChIJj73YDML0wokRINVoLJ7-9hU,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,34177D42-1151-11EB-A9BA-000D3A9ABAE4,2020-10-18 00:00:00.000,1603033028.000000000000000,2020-10-25 00:23:01.437
1227 44 ST,21:04:35,11219,40.638880800000000,-73.990417800000000,1227,44th Street,Borough Park,Brooklyn,Kings County,New York,2078,3,ChIJlVQnFdNawokRwavoalbJ248,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,2BAEB460-281A-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605560826.000000000000000,2020-11-16 21:25:48.863
123 E 237 ST,16:26:13,10470,40.898672000000000,-73.871931000000000,123,East 237th Street,East Bronx,The Bronx,Bronx County,New York,2004,6,ChIJR36eJOLywokRtJ_iAURQ7xA,24,Wires Down,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,538C41EA-1F83-11EB-AADC-000D3A9ABAE4,2020-11-05 00:00:00.000,1604593611.000000000000000,2020-11-05 17:32:31.253
123 KELLY BLVD,14:35:58,10314,40.586644600000000,-74.154021399999984,123,Kelly Boulevard,New Springville,Staten Island,Richmond County,New York,6148,7,ChIJod7DUXFMwokR2vgh4s97H0I,15,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,272AE63A-3962-11EB-B6A0-000D3A8A7223,2020-12-08 00:00:00.000,1607438159.000000000000000,2020-12-08 15:15:25.913
123 SICKLES AV,01:47:09,10801,40.914793800000000,-73.790551900000000,123,Sickles Avenue,NULL,NULL,Westchester County,New York,3805,NULL,ChIJ2y_96ZyNwokRSow6ysve4CA,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,6420A076-18BE-11EB-A427-000D3A9ABAE4,2020-10-28 00:00:00.000,1603849837.000000000000000,2020-10-29 04:40:14.650
123 WESTHELP WAY,15:49:54,10553,40.906078300000000,-73.829452500000000,240,Franklin Avenue,South Side,NULL,Westchester County,New York,NULL,NULL,ChIJ1wFidzqNwokRMRpg_6AbXpI,2," No Lights"," An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available."," We'll provide details when we complete the investigation."," dbb177fa-357e-11eb-b6a0-000d3a8a7223",2020-12-03 15:49:54.000,1607010594.000000000000000,2020-12-04 05:48:20.523
1231 AVENUE U,21:22:34,11229,40.598750100000000,-73.958935300000000,1231,Avenue U,Homecrest,Brooklyn,Kings County,New York,4101,89,ChIJFZTuroxEwokRz1RNkz4dZes,29,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,2588CCDE-17CF-11EB-A427-000D3A9ABAE4,2020-10-26 00:00:00.000,1603747539.000000000000000,2020-10-29 04:13:29.200
12314 LINDEN BLVD,19:45:28,11420,40.679679700000000,-73.816412800000000,123-14,Linden Boulevard,Jamaica,Queens,Queens County,New York,2011,10,ChIJ_YxuWThnwokRcZ_iDzmIEGw,1,Wires Down,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,D28E214C-3334-11EB-9EF0-000D3A9D4EC8,2020-11-30 00:00:00.000,1606765959.000000000000000,2020-11-30 20:28:46.907
1233 AVENUE U,21:25:38,11229,40.598755700000000,-73.958882000000000,1233,Avenue U,Homecrest,Brooklyn,Kings County,New York,4101,89,ChIJsdgZr4xEwokRsD6Zh2qEKhs,29,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,2588CCDE-17CF-11EB-A427-000D3A9ABAE4,2020-10-26 00:00:00.000,1603747539.000000000000000,2020-10-29 04:13:29.233
1236 ALBANY AV,16:16:49,11203,40.643285900000000,-73.938473500000000,1236,Albany Avenue,Little Caribbean,Brooklyn,Kings County,New York,5636,5,ChIJE_9o5FhbwokRepAMcL0mdfE,1,No Lights,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,375D9FF6-30CB-11EB-9EF0-000D3A9D4EC8,2020-11-27 00:00:00.000,1606493961.000000000000000,2020-11-27 21:08:16.923
1236 AVENUE U,21:25:59,11229,40.598347700000000,-73.958713300000000,1236,Avenue U,Homecrest,Brooklyn,Kings County,New York,4155,89,ChIJRVPwp4xEwokRZl6WH3TGaDg,29,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,2588CCDE-17CF-11EB-A427-000D3A9ABAE4,2020-10-26 00:00:00.000,1603748349.000000000000000,2020-10-29 04:13:29.270
1236 BROADWAY,17:36:19,10001,40.747389800000000,-73.988010300000000,1236,Broadway,NULL,Manhattan,New York County,New York,4379,13,EiYxMjM2IEJyb2Fkd2F5LCBOZXcgWW9yaywgTlkgMTAwMDEsIFVTQSIbEhkKFAoSCS8HGMmoWcKJES92CiFSudB6ENQJ,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,2BAEB460-281A-11EB-9EF0-000D3A9D4EC8,2020-11-16 00:00:00.000,1605548531.000000000000000,2020-11-16 19:42:24.200
1237 AVENUE U,21:25:59,11229,40.598757200000000,-73.958736300000000,1237,Avenue U,Homecrest,Brooklyn,Kings County,New York,4101,89,ChIJRddkpYxEwokR622pBrpkIHw,29,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,2588CCDE-17CF-11EB-A427-000D3A9ABAE4,2020-10-26 00:00:00.000,1603748349.000000000000000,2020-10-29 04:13:29.303
1237 CHANNEL RD,19:48:11,11693,40.603027999999984,-73.819332000000000,12-37,Channel Road,Far Rockaway,Queens,Queens County,New York,1140,14,ChIJwVMCpxJowokRBa25YU_M2Nk,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,93F81648-38C2-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607370492.000000000000000,2020-12-07 20:29:05.583
1237 CHANNEL RD,22:22:34,11693,40.603027999999984,-73.819332000000000,12-37,Channel Road,Far Rockaway,Queens,Queens County,New York,1140,12,ChIJwVMCpxJowokRBa25YU_M2Nk,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,9E678120-38D8-11EB-B6A0-000D3A8A7223,2020-12-07 00:00:00.000,1607379754.000000000000000,2020-12-08 03:33:42.413
1237 E 92 ST,18:35:31,11236,40.639880400000000,-73.902651499999984,1237,East 92nd Street,Canarsie,Brooklyn,Kings County,New York,3958,18,ChIJ18luYsNcwokRLqe6DVhQ2gI,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,DA32461E-2770-11EB-9EF0-000D3A9D4EC8,2020-11-15 00:00:00.000,1605465742.000000000000000,2020-11-15 19:06:20.523
1239 BRONX RIVER AV,23:02:39,10472,40.829538600000000,-73.882817400000000,1239,Bronx River Avenue,East Bronx,The Bronx,Bronx County,New York,2015,52,ChIJG3_4APr0wokRCPWT4ccfMV4,1,Building Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,7E340F7E-1581-11EB-A427-000D3A9ABAE4,2020-10-23 00:00:00.000,1603494664.000000000000000,2020-10-25 00:23:01.437
124 COLIGNI AV,22:20:59,10801,40.921172100000000,-73.792990300000000,124,Coligni Avenue,NULL,NULL,Westchester County,New York,2507,NULL,ChIJ2RRMkYGNwokRYa66-1hIFag,1," Partial Outage"," An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available."," We'll provide details when we complete the investigation."," 271b4ece-35b5-11eb-b6a0-000d3a8a7223",2020-12-03 22:20:59.000,1607034059.000000000000000,2020-12-04 05:48:20.563
124 E 237 ST,16:26:14,10470,40.898294000000000,-73.871709900000000,124,East 237th Street,East Bronx,The Bronx,Bronx County,New York,2005,6,ChIJR1auGOLywokRpzhy7hqM2G4,24,Wires Down,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,538C41EA-1F83-11EB-AADC-000D3A9ABAE4,2020-11-05 00:00:00.000,1604593611.000000000000000,2020-11-05 17:32:31.263
124 MARTENSE ST,21:28:32,11226,40.651172300000000,-73.954755600000000,124,Martense Street,Flatbush,Brooklyn,Kings County,New York,3304,7,ChIJbZyP60FbwokRpTOYNoKS7WY,1,Wires Down,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,C6D03768-1D50-11EB-A427-000D3A9ABAE4,2020-11-02 00:00:00.000,1604354050.000000000000000,2020-11-03 14:48:19.680
124 ROCKNE ST,13:36:00,10314,40.585465900000000,-74.160698900000000,124,Rockne Street,New Springville,Staten Island,Richmond County,New York,6036,4,ChIJDe1_uHlMwokR3dCU1k8YjXQ,17,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,5B7C7BC8-29A0-11EB-9EF0-000D3A9D4EC8,2020-11-18 00:00:00.000,1605706568.000000000000000,2020-11-18 13:53:40.440
124 VAN BUREN ST,16:49:15,11221,40.690170500000000,-73.940862500000000,124,Van Buren Street,Bedford-Stuyvesant,Brooklyn,Kings County,New York,1319,13,ChIJ4dtrsfRbwokRV-cPT4hH1cw,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,FE605640-154E-11EB-A427-000D3A9ABAE4,2020-10-23 00:00:00.000,1603472236.000000000000000,2020-10-25 00:23:01.437
1240 AVENUE U,21:25:38,11229,40.598466599999984,-73.958696400000000,1240,Avenue U,Homecrest,Brooklyn,Kings County,New York,4102,89,ChIJjVLzp4xEwokRo2uQuYe-N7s,29,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,2588CCDE-17CF-11EB-A427-000D3A9ABAE4,2020-10-26 00:00:00.000,1603747539.000000000000000,2020-10-29 04:13:29.347
12401 9 AV,09:32:54,11356,40.789589900000000,-73.843565000000000,124-01,9th Avenue,Flushing,Queens,Queens County,New York,1705,253,ChIJw97KYUv1wokRBM5u4WssCnw,2,Burning Wires,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,8E7ADB36-0D36-11EB-A9BA-000D3A9ABAE4,2020-10-13 00:00:00.000,1602581574.000000000000000,2020-10-25 00:23:01.437
1241 118 ST,03:20:03,11420,40.681812600000000,-73.822718600000000,1241,118th Street,South Ozone Park,Queens,Queens County,New York,NULL,16,Ei4xMjQxIDExOHRoIFN0LCBTb3V0aCBPem9uZSBQYXJrLCBOWSAxMTQyMCwgVVNBIhsSGQoUChIJD3xHQkZnwokRs6fC1FqL-ZIQ2Qk,3,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,F77E6F1C-31EE-11EB-9EF0-000D3A9D4EC8,2020-11-29 00:00:00.000,1606620111.000000000000000,2020-11-29 19:21:08.130
1241 AVENUE U,21:25:38,11229,40.598757200000000,-73.958736300000000,1241,Avenue U,Homecrest,Brooklyn,Kings County,New York,4101,89,ChIJOfvGr4xEwokRfJlpCySYrNU,29,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,2588CCDE-17CF-11EB-A427-000D3A9ABAE4,2020-10-26 00:00:00.000,1603747539.000000000000000,2020-10-29 04:13:29.383
12415 133 AV,18:22:21,11420,40.671489000000000,-73.814139000000000,124-15,133rd Avenue,Jamaica,Queens,Queens County,New York,3226,11,ChIJc_0IixVnwokRvVii5-6o7cg,1,Pole Damage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,Weather-Related,D28E214C-3334-11EB-9EF0-000D3A9D4EC8,2020-11-30 00:00:00.000,1606760800.000000000000000,2020-11-30 20:28:46.917
12424 109 AV,13:54:52,11420,40.683447000000000,-73.817021000000000,124-24,109th Avenue,Jamaica,Queens,Queens County,New York,1412,407,ChIJl8PrwDdnwokRiUvrgMcbovE,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,E9712636-15FF-11EB-A427-000D3A9ABAE4,2020-10-24 00:00:00.000,1603547882.000000000000000,2020-10-25 00:23:01.437
1243 ALLERTON AV,12:50:05,10469,40.865611900000000,-73.851405500000000,1243,Allerton Avenue,Laconia,The Bronx,Bronx County,New York,5312,102,ChIJucbAyE_zwokRlMItV9ZsJac,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,19967FAE-15F7-11EB-A427-000D3A9ABAE4,2020-10-24 00:00:00.000,1603543850.000000000000000,2020-10-25 00:23:01.437
